Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score
41,2:28:54,,Christelle DAUNAY,05 DEC 1974,FRA,3,,Paris (FRA),15 APR 2007,1143
43,2:28:55,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,2,,Nagoya (JPN),11 MAR 2007,1143
44,2:28:56,,Melanie KRAUS,24 OCT 1974,GER,1,,Frankfurt (GER),28 OCT 2007,1143
45,2:29:01,,Silviya SKVORTSOVA,16 NOV 1974,RUS,1,,"Las Vegas, NV (USA)",02 DEC 2007,1142
46,2:29:11,,Asha GIGI,15 OCT 1973,ETH,4,,Paris (FRA),15 APR 2007,1141
47,2:29:12,,Svetlana ZAKHAROVA,15 SEP 1970,RUS,2,,Frankfurt (GER),28 OCT 2007,1141
47,2:29:12,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,3,,Frankfurt (GER),28 OCT 2007,1141
49,2:29:14,,Ayelech WORKU,12 JUN 1979,ETH,1,,Hamburg (GER),29 APR 2007,1140
50,2:29:20,,Alina IVANOVA,16 MAR 1969,RUS,1,,Dublin (IRL),29 OCT 2007,1139
51,2:29:22,,Rose KERUBO NYANGACHA,28 OCT 1976,KEN,2,,Hamburg (GER),29 APR 2007,1139
52,2:29:24,,Takami OMINAMI,15 NOV 1975,JPN,3,,Nagoya (JPN),11 MAR 2007,1139
52,2:29:24,,Anikó KÁLOVICS,13 MAY 1977,HUN,1,,Torino (ITA),15 APR 2007,1139
54,2:29:27,,Weiwei SUN,13 JAN 1985,CHN,2,,Xiamen (CHN),31 MAR 2007,1138
55,2:29:28,,Lidia ŞIMON,04 SEP 1973,ROU,1,,Shanghai (CHN),25 NOV 2007,1138
56,2:29:32,,Eun-jung LEE,21 APR 1981,KOR,1,,Seoul (KOR),04 NOV 2007,1137
57,2:29:33,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,3,,Seoul (KOR),18 MAR 2007,1137
57,2:29:33,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,1,,Köln (GER),07 OCT 2007,1137
59,2:29:34,,Miki OHIRA,28 JUN 1981,JPN,4,,Nagoya (JPN),11 MAR 2007,1137
59,2:29:34,,Lyubov MORGUNOVA,14 JAN 1971,RUS,3,,Nagano (JPN),15 APR 2007,1137
61,2:29:37,,Luminita ZAITUC,09 OCT 1968,GER,1,,Düsseldorf (GER),06 MAY 2007,1136
62,2:29:38,,Julia Mombi MURAGA,25 JAN 1985,KEN,5,,Nagoya (JPN),11 MAR 2007,1136
63,2:29:41,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,4,,Frankfurt (GER),28 OCT 2007,1136
64,2:29:47,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,7,,London (GBR),22 APR 2007,1135
65,2:30:05,,Mary PTIKANY,1978,KEN,1,,Essen (GER),13 MAY 2007,1132
66,2:30:08,,Kim-Chol SUN,21 MAR 1983,PRK,5,,Pyongyang (PRK),08 APR 2007,1131
67,2:30:09,,Haruko OKAMOTO,19 AUG 1974,JPN,6,,Nagoya (JPN),11 MAR 2007,1131
68,2:30:10,,Dorota GRUCA,05 DEC 1970,POL,2,,Amsterdam (NED),21 OCT 2007,1131
69,2:30:11,,Helena Loshanyang KIROP,09 SEP 1976,KEN,2,,Rotterdam (NED),15 APR 2007,1131
70,2:30:12,,Tabitha TSATSA,18 SEP 1972,ZIM,4,,Seoul (KOR),18 MAR 2007,1131
71,2:30:14,,Beáta RAKONCZAI,25 JUN 1977,HUN,2,,"Houston, TX (USA)",14 JAN 2007,1130
72,2:30:30,,Shiru DERIBA,22 OCT 1985,ETH,4,,Amsterdam (NED),21 OCT 2007,1128
73,2:30:31,,Natalya VOLGINA,15 MAR 1977,RUS,5,,Roma (ITA),18 MAR 2007,1128
74,2:30:34,,Yuko MANABE,08 FEB 1979,JPN,7,,Nagoya (JPN),11 MAR 2007,1127
75,2:30:37,,Catherine NDEREBA,21 JUL 1972,KEN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1127
76,2:30:40,,Liza HUNTER-GALVAN,25 JUN 1969,NZL,5,,Amsterdam (NED),21 OCT 2007,1126
77,2:30:43,,Hayley HAINING,06 MAR 1972,GBR,6,,Berlin (GER),30 SEP 2007,1126
78,2:30:44,,Liz YELLING,05 DEC 1974,GBR,8,,London (GBR),22 APR 2007,1125
79,2:30:46,,Beatrice OMWANZA,24 FEB 1974,KEN,3,,Hamburg (GER),29 APR 2007,1125
80,2:30:55,,Reiko TOSA,11 JUN 1976,JPN,3,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1124
81,2:30:56,,Workenesh TOLA,06 JUN 1977,ETH,5,,Seoul (KOR),18 MAR 2007,1123
82,2:31:02,,Hitomi NIIYA,26 FEB 1988,JPN,1,,Tokyo (JPN),18 FEB 2007,1122
82,2:31:02,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,3,,Rotterdam (NED),15 APR 2007,1122
84,2:31:04,,Kazue OGOSHI,02 MAR 1981,JPN,4,,Osaka (JPN),28 JAN 2007,1122
85,2:31:08,,Mika OKUNAGA,27 OCT 1982,JPN,8,,Nagoya (JPN),11 MAR 2007,1121
86,2:31:12,,Irene JEROTICH,08 SEP 1974,KEN,5,,Paris (FRA),15 APR 2007,1121
87,2:31:13,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,4,,Hamburg (GER),29 APR 2007,1121
88,2:31:14,,Shujing ZHANG,13 SEP 1978,CHN,3,,Xiamen (CHN),31 MAR 2007,1120
88,2:31:14,,An-Un SUK,,PRK,6,,Pyongyang (PRK),08 APR 2007,1120
90,2:31:16,,Maria Dolores VALENCIA JIMÉNEZ,06 SEP 1975,MEX,1,,Torreón (MEX),04 MAR 2007,1120
91,2:31:25,,Leila AMAN,24 NOV 1977,ETH,5,,Hamburg (GER),29 APR 2007,1119
92,2:31:29,,Zhang XIAN,,CHN,6,,Beijing (CHN),21 OCT 2007,1118
93,2:31:31,,Marisa BARROS,25 FEB 1980,POR,1,,Porto (POR),21 OCT 2007,1118
94,2:31:35,,Yuka EZAKI,20 OCT 1981,JPN,5,,Osaka (JPN),28 JAN 2007,1117
95,2:31:37,,Tomoko SHIMOKAWA,21 NOV 1986,JPN,9,,Nagoya (JPN),11 MAR 2007,1117
96,2:31:40,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,6,,"Yanmar Stadium Nagai, Osaka (JPN)",02 SEP 2007,1116
97,2:31:41,,Leonor CARNEIRO,18 MAY 1978,POR,8,,Berlin (GER),30 SEP 2007,1116
98,2:31:42,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Dublin (IRL),29 OCT 2007,1116
99,2:31:43,,Adenech ZEKIROS,26 MAR 1982,ETH,1,,"Tempe, AZ (USA)",13 JAN 2007,1116
99,2:31:43,,Soumiya LAABANI,03 FEB 1975,MAR,2,,Treviso (ITA),25 MAR 2007,1116
1,2:19:36,,Deena KASTOR,14 FEB 1973,USA,1,,London (GBR),23 APR 2006,1237
2,2:19:51,,Chunxiu ZHOU,15 NOV 1978,CHN,1,,Seoul (KOR),12 MAR 2006,1235
3,2:20:42,,Berhane ADERE,23 NOV 1973,ETH,1,,"Chicago, IL (USA)",22 OCT 2006,1226
4,2:20:47,,Galina BOGOMOLOVA,15 OCT 1977,RUS,2,,"Chicago, IL (USA)",22 OCT 2006,1225
5,2:21:29,,Lyudmila PETROVA,07 OCT 1968,RUS,2,,London (GBR),23 APR 2006,1218
6,2:21:34,,Gete WAMI,11 DEC 1974,ETH,1,,Berlin (GER),24 SEP 2006,1217
7,2:21:46,,Susan CHEPKEMEI,25 JUN 1975,KEN,3,,London (GBR),23 APR 2006,1215
8,2:22:36,,Benita WILLIS-JOHNSON,06 MAY 1979,AUS,3,,"Chicago, IL (USA)",22 OCT 2006,1207
9,2:22:59,,Madaí PÉREZ,02 FEB 1980,MEX,4,,"Chicago, IL (USA)",22 OCT 2006,1203
10,2:23:22,,Salina Jebet KOSGEI,16 NOV 1976,KEN,2,,Berlin (GER),24 SEP 2006,1199
11,2:23:26,,Harumi HIROYAMA-SUZUKI,02 SEP 1968,JPN,1,,Nagoya (JPN),12 MAR 2006,1198
12,2:23:58,,Yoko SHIBUI,14 MAR 1979,JPN,2,,Nagoya (JPN),12 MAR 2006,1193
13,2:24:25,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,5,,"Chicago, IL (USA)",22 OCT 2006,1188
14,2:24:33,,Tomo MORIMOTO,27 DEC 1983,JPN,1,,Wien (AUT),07 MAY 2006,1187
15,2:24:35,,Robe GUTA,12 OCT 1986,ETH,1,,Hamburg (GER),23 APR 2006,1187
16,2:25:05,,Catherine NDEREBA,21 JUL 1972,KEN,1,,Osaka (JPN),29 JAN 2006,1182
17,2:25:10,,Lidiya GRIGORYEVA,21 JAN 1974,RUS,1,,"Los Angeles, CA (USA)",18 MAR 2006,1181
18,2:25:13,,Mara YAMAUCHI,13 AUG 1973,GBR,6,,London (GBR),23 APR 2006,1180
19,2:25:37,,Nuţa OLARU,28 AUG 1970,ROU,6,,"Chicago, IL (USA)",22 OCT 2006,1176
20,2:25:44,,Tetyana HLADYR,17 APR 1975,UKR,1,,Roma (ITA),26 MAR 2006,1175
21,2:25:52,,Kayoko OBATA,18 SEP 1971,JPN,2,,Osaka (JPN),29 JAN 2006,1174
22,2:26:04,,Hiromi OMINAMI,15 NOV 1975,JPN,7,,"Chicago, IL (USA)",22 OCT 2006,1172
23,2:26:15,,Reiko TOSA,11 JUN 1976,JPN,1,,Tokyo (JPN),19 NOV 2006,1170
24,2:26:18,,Lyubov DENISOVA,06 OCT 1971,RUS,3,,"Los Angeles, CA (USA)",18 MAR 2006,1169
25,2:26:26,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Roma (ITA),26 MAR 2006,1168
26,2:26:32,,Weiwei SUN,13 JAN 1985,CHN,1,,Xiamen (CHN),25 MAR 2006,1167
27,2:26:47,,Kiyoko SHIMAHARA,22 DEC 1976,JPN,3,,Osaka (JPN),29 JAN 2006,1165
28,2:27:09,,Rose CHERUIYOT,21 JUL 1976,KEN,2,,Hamburg (GER),23 APR 2006,1161
29,2:27:13,,Masami SAKATA,11 OCT 1984,JPN,4,,Osaka (JPN),29 JAN 2006,1160
30,2:27:22,,Bun-Hui JO,29 NOV 1979,PRK,1,,Pyongyang (PRK),08 APR 2006,1159
30,2:27:22,,Irina TIMOFEYEVA,05 APR 1970,RUS,1,,Paris (FRA),09 APR 2006,1159
32,2:27:32,,Natalya VOLGINA,15 MAR 1977,RUS,2,,Paris (FRA),09 APR 2006,1157
33,2:27:34,,Yong-Ok JONG,24 JAN 1981,PRK,2,,Pyongyang (PRK),08 APR 2006,1157
34,2:27:35,,Irina PERMITINA,03 FEB 1968,RUS,3,,Hamburg (GER),23 APR 2006,1157
35,2:27:38,,Adenech ZEKIROS,26 MAR 1982,ETH,3,,Roma (ITA),26 MAR 2006,1156
36,2:27:57,,Askale Magarsa TAFA,27 SEP 1984,ETH,1,,Milano (ITA),08 OCT 2006,1153
37,2:28:01,,Chika HORIE,15 FEB 1981,JPN,3,,Nagoya (JPN),12 MAR 2006,1152
38,2:28:27,,Xiaolin ZHU,20 FEB 1984,CHN,2,,Xiamen (CHN),25 MAR 2006,1148
39,2:28:30,,Gishu MINDAYE,18 AUG 1986,ETH,1,,Rotterdam (NED),09 APR 2006,1147
39,2:28:30,,Luminita ZAITUC,09 OCT 1968,GER,1,,Köln (GER),08 OCT 2006,1147
41,2:28:39,,Kathy BUTLER,22 OCT 1973,GBR,9,,"Chicago, IL (USA)",22 OCT 2006,1146
42,2:28:42,,Emily Chepar KIMURIA,10 JUN 1975,KEN,4,,Hamburg (GER),23 APR 2006,1145
43,2:28:51,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Milano (ITA),08 OCT 2006,1144
43,2:28:51,,Helena Loshanyang KIROP,09 SEP 1976,KEN,2,,Amsterdam (NED),15 OCT 2006,1144
43,2:28:51,,Akemi OZAKI,12 OCT 1977,JPN,2,,Tokyo (JPN),19 NOV 2006,1144
46,2:28:52,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagano (JPN),16 APR 2006,1144
47,2:28:54,,Dulce María RODRÍGUEZ,14 AUG 1972,MEX,10,,"Chicago, IL (USA)",22 OCT 2006,1143
48,2:28:55,,Elizabeth CHEMWENO,13 JUL 1978,KEN,5,,Hamburg (GER),23 APR 2006,1143
49,2:29:09,,Chieko YAMAZAKI,28 MAY 1977,JPN,2,,Wien (AUT),07 MAY 2006,1141
50,2:29:16,,Margaret OKAYO,30 MAY 1976,KEN,9,,London (GBR),23 APR 2006,1140
51,2:29:17,,Dorota GRUCA,05 DEC 1970,POL,6,,Osaka (JPN),29 JAN 2006,1140
52,2:29:20,,Alina IVANOVA,16 MAR 1969,RUS,1,,Praha (CZE),14 MAY 2006,1139
53,2:29:28,,Silviya SKVORTSOVA,16 NOV 1974,RUS,2,,Nagano (JPN),16 APR 2006,1138
54,2:29:30,,Camelia Alina TECUŢĂ-GHERASIM,10 NOV 1971,ROU,4,,Nagoya (JPN),12 MAR 2006,1138
55,2:29:32,,Jennifer RHINES,01 JUL 1974,USA,4,,Roma (ITA),26 MAR 2006,1137
55,2:29:32,,Leila AMAN,24 NOV 1977,ETH,3,,Amsterdam (NED),15 OCT 2006,1137
57,2:29:37,,Helena JAVORNIK,26 MAR 1966,SLO,2,,Rotterdam (NED),09 APR 2006,1136
58,2:29:42,,Alevtina BIKTIMIROVA,10 SEP 1982,RUS,2,,"Honolulu, HI (USA)",10 DEC 2006,1136
59,2:29:43,,Lyudmila KORCHAGINA,26 JUL 1971,CAN,1,,Ottawa (CAN),28 MAY 2006,1135
60,2:29:46,,Nina RILLSTONE,15 APR 1975,NZL,3,,Nagano (JPN),16 APR 2006,1135
61,2:29:48,,Yuko MACHIDA,11 AUG 1980,JPN,5,,Nagoya (JPN),12 MAR 2006,1135
61,2:29:48,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,3,,Paris (FRA),09 APR 2006,1135
61,2:29:48,,Fernanda RIBEIRO,23 JUN 1969,POR,6,,Hamburg (GER),23 APR 2006,1135
64,2:29:51,,Man JIN,05 DEC 1984,CHN,3,,Xiamen (CHN),25 MAR 2006,1134
65,2:29:53,,Yasuko HASHIMOTO,12 AUG 1975,JPN,6,,Nagoya (JPN),12 MAR 2006,1134
66,2:29:55,,Svetlana PONOMARENKO,28 NOV 1969,RUS,1,,"Dallas, TX (USA)",10 DEC 2006,1133
67,2:29:56,,Mika OKUNAGA,27 OCT 1982,JPN,7,,Osaka (JPN),29 JAN 2006,1133
68,2:29:59,,Ayumi HAYASHI,07 JUN 1982,JPN,7,,Nagoya (JPN),12 MAR 2006,1133
69,2:30:01,,Edith MASAI,04 APR 1967,KEN,7,,Hamburg (GER),23 APR 2006,1132
69,2:30:01,,Ulrike MAISCH,21 JAN 1977,GER,1,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1132
71,2:30:12,,Monika STEFANOWICZ,15 MAY 1980,POL,3,,Berlin (GER),24 SEP 2006,1131
72,2:30:13,,Yuanyuan JIANG,20 DEC 1986,CHN,4,,Xiamen (CHN),25 MAR 2006,1130
73,2:30:27,,Mihaela Maria BOTEZAN-PRUNDUS,21 NOV 1976,ROU,4,,Paris (FRA),09 APR 2006,1128
73,2:30:27,,Olivera JEVTIĆ,24 JUL 1977,SRB,2,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1128
75,2:30:35,,Shujing ZHANG,13 SEP 1978,CHN,5,,Xiamen (CHN),25 MAR 2006,1127
76,2:30:39,,Lidia ŞIMON,04 SEP 1973,ROU,11,,"Chicago, IL (USA)",22 OCT 2006,1126
77,2:30:41,,Mulu SEBOKA,25 SEP 1984,ETH,9,,Nagoya (JPN),12 MAR 2006,1126
78,2:30:53,,Maria Elena VALENCIA JIMÉNEZ,25 MAY 1983,MEX,1,,Monterrey (MEX),09 DEC 2006,1124
79,2:30:54,,Kerryn MCCANN,02 MAY 1967,AUS,1,,Melbourne (AUS),19 MAR 2006,1124
79,2:30:54,,Nailia IULAMANOVA,06 SEP 1980,RUS,1,,Saransk (RUS),03 JUN 2006,1124
81,2:30:56,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,2,,Melbourne (AUS),19 MAR 2006,1123
81,2:30:56,,Jane Auro EKIMAT,12 JUN 1974,KEN,1,,Taipei City (TPE),17 DEC 2006,1123
83,2:31:01,,Živilé BALČIUNAITĖ,03 APR 1979,LTU,4,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1123
84,2:31:03,,Mika HIKICHI,07 FEB 1982,JPN,10,,Nagoya (JPN),12 MAR 2006,1122
85,2:31:08,,Caroline KWAMBAI,09 SEP 1975,KEN,2,,Praha (CZE),14 MAY 2006,1121
86,2:31:10,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,3,,Praha (CZE),14 MAY 2006,1121
87,2:31:11,,Ayelech WORKU,12 JUN 1979,ETH,5,,Amsterdam (NED),15 OCT 2006,1121
88,2:31:15,,Bruna GENOVESE,24 SEP 1976,ITA,5,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1120
89,2:31:20,,Kirsten Melkevik OTTERBU,29 MAY 1970,NOR,2,,Frankfurt (GER),29 OCT 2006,1120
90,2:31:22,,Naoko TAKAHASHI,06 MAY 1972,JPN,3,,Tokyo (JPN),19 NOV 2006,1119
91,2:31:27,,Zinayida SEMYONOVA,19 MAR 1962,RUS,8,,Hamburg (GER),23 APR 2006,1118
92,2:31:29,,Mary PTIKANY,1978,KEN,3,,Wien (AUT),07 MAY 2006,1118
93,2:31:30,,Hafida IZEM,20 APR 1979,MAR,3,,Frankfurt (GER),29 OCT 2006,1118
94,2:31:31,,Deborah TONIOLO,24 APR 1977,ITA,7,,"Ullevi Stadium, Göteborg (SWE)",12 AUG 2006,1118
95,2:31:34,,Zahia DAHMANI,02 JUN 1972,FRA,6,,Paris (FRA),09 APR 2006,1117
96,2:31:39,,Liz YELLING,05 DEC 1974,GBR,6,,Amsterdam (NED),15 OCT 2006,1116
97,2:31:41,,Eri HAYAKAWA,15 NOV 1981,JPN,10,,London (GBR),23 APR 2006,1116
98,2:31:43,,Yanan WEI,06 DEC 1981,CHN,6,,Xiamen (CHN),25 MAR 2006,1116
99,2:31:44,,Debellu Shitaye GEMECHU,17 JUN 1980,ETH,1,,"Tempe, AZ (USA)",15 JAN 2006,1116
100,2:31:48,,Elva DRYER,26 SEP 1971,USA,12,,"Chicago, IL (USA)",22 OCT 2006,1115
1,2:18:37,,Mary Jepkosgei KEITANY,18 JAN 1982,KEN,1,,London (GBR),22 APR 2012,1248
2,2:18:58,,Tiki GELANA,22 OCT 1987,ETH,1,,Rotterdam (NED),15 APR 2012,1244
3,2:19:31,,Asselefech MEDESSA MERGIA,23 JAN 1985,ETH,1,,Dubai (UAE),27 JAN 2012,1238
4,2:19:34,,Lucy Kabuu WANGUI,24 MAR 1984,KEN,2,,Dubai (UAE),27 JAN 2012,1238
5,2:19:50,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,London (GBR),22 APR 2012,1235
6,2:19:52,,Mare DIBABA,20 OCT 1989,ETH,3,,Dubai (UAE),27 JAN 2012,1235
7,2:20:14,,Prisca JEPTOO,24 JUN 1984,KEN,3,,London (GBR),22 APR 2012,1231
8,2:20:30,,Bezunesh BEKELE,29 JAN 1983,ETH,4,,Dubai (UAE),27 JAN 2012,1228
8,2:20:30,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Berlin (GER),30 SEP 2012,1228
10,2:20:57,,Florence KIPLAGAT,27 FEB 1987,KEN,4,,London (GBR),22 APR 2012,1224
11,2:21:01,,Meselech MELKAMU,19 APR 1985,ETH,1,,Frankfurt (GER),28 OCT 2012,1223
12,2:21:09,,Meseret Hailu DEBELE,12 SEP 1990,ETH,1,,Amsterdam (NED),21 OCT 2012,1221
13,2:21:19,,Tirfi TSEGAYE,25 NOV 1984,ETH,2,,Berlin (GER),30 SEP 2012,1220
14,2:21:30,,Lydia CHEROMEI,11 MAY 1977,KEN,6,,Dubai (UAE),27 JAN 2012,1218
15,2:21:39,,Georgina RONO,19 MAY 1980,KEN,2,,Frankfurt (GER),28 OCT 2012,1216
16,2:21:41,,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,2,,Amsterdam (NED),21 OCT 2012,1216
17,2:22:03,,Atsede BAYISA,16 APR 1987,ETH,1,,"Chicago, IL (USA)",07 OCT 2012,1212
18,2:22:04,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,2,,"Chicago, IL (USA)",07 OCT 2012,1212
19,2:22:39,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,7,,Dubai (UAE),27 JAN 2012,1206
20,2:22:41,,Jiali WANG,01 FEB 1986,CHN,1,,Chongqing (CHN),18 MAR 2012,1206
21,2:23:07,,Boru Feyse TADESE,19 NOV 1988,ETH,1,,Shanghai (CHN),02 DEC 2012,1201
22,2:23:09,,Ashu KASIM,20 OCT 1984,ETH,1,,Xiamen (CHN),07 JAN 2012,1201
23,2:23:14,,Alemitu Abera BEGNA,1986,ETH,1,,"Houston, TX (USA)",15 JAN 2012,1200
24,2:23:22,,Caroline ROTICH,13 MAY 1984,KEN,4,,"Chicago, IL (USA)",07 OCT 2012,1199
25,2:23:23,,Risa SHIGETOMO,29 AUG 1987,JPN,1,,Osaka (JPN),29 JAN 2012,1199
26,2:23:29,,Tatyana PETROVA,08 APR 1983,RUS,3,,"Olympic Stadium, London (GBR)",05 AUG 2012,1198
27,2:23:32,,Olena SHURHNO,08 JAN 1978,UKR,3,,Berlin (GER),30 SEP 2012,1197
28,2:23:42,,Chunxiu ZHOU,15 NOV 1978,CHN,2,,Chongqing (CHN),18 MAR 2012,1196
29,2:23:44,,Valeria STRANEO,05 APR 1976,ITA,2,,Rotterdam (NED),15 APR 2012,1195
30,2:23:52,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Nagoya (JPN),11 MAR 2012,1194
30,2:23:52,,Mamitu DASKA,16 OCT 1983,ETH,3,,Frankfurt (GER),28 OCT 2012,1194
32,2:24:12,,Netsanet ACHAMO,14 DEC 1987,ETH,1,,Hamburg (GER),29 APR 2012,1190
33,2:24:14,,Yoshimi OZAKI,01 JUL 1981,JPN,2,,Nagoya (JPN),11 MAR 2012,1190
34,2:24:17,,Margaret AGAI,10 JUN 1988,KEN,3,,Shanghai (CHN),02 DEC 2012,1190
35,2:24:19,,Xiaolin ZHU,20 FEB 1984,CHN,3,,Chongqing (CHN),18 MAR 2012,1189
36,2:24:27,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,5,,Frankfurt (GER),28 OCT 2012,1188
37,2:24:28,,Remi NAKASATO,24 JUN 1988,JPN,3,,Nagoya (JPN),11 MAR 2012,1188
38,2:24:53,,Irina MIKITENKO,23 AUG 1972,GER,7,,London (GBR),22 APR 2012,1184
39,2:24:56,,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,4,,Berlin (GER),30 SEP 2012,1183
40,2:24:57,,Azusa NOJIRI,06 JUN 1982,JPN,2,,Osaka (JPN),29 JAN 2012,1183
41,2:24:59,,Jessica AUGUSTO,08 NOV 1981,POR,8,,London (GBR),22 APR 2012,1183
42,2:25:02,,Yoko SHIBUI,14 MAR 1979,JPN,4,,Nagoya (JPN),11 MAR 2012,1182
43,2:25:09,,Sultan HAYDAR,23 JUN 1987,TUR,2,,Paris (FRA),15 APR 2012,1181
44,2:25:14,,Fate TOLA,22 OCT 1987,ETH,5,,Berlin (GER),30 SEP 2012,1180
45,2:25:21,,Merima MOHAMMED,10 JUN 1992,ETH,4,,Shanghai (CHN),02 DEC 2012,1179
46,2:25:26,,Mai ITO,23 MAY 1984,JPN,5,,Nagoya (JPN),11 MAR 2012,1178
47,2:25:28,,Atsede HABTAMU,26 OCT 1987,ETH,1,,Tokyo (JPN),26 FEB 2012,1178
48,2:25:29,,Askale Magarsa TAFA,27 SEP 1984,ETH,2,,Seoul (KOR),18 MAR 2012,1178
49,2:25:33,,Mizuki NOGUCHI,03 JUL 1978,JPN,6,,Nagoya (JPN),11 MAR 2012,1177
50,2:25:34,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Köln (GER),14 OCT 2012,1177
51,2:25:38,,Shalane FLANAGAN,08 JUL 1981,USA,1,,"Houston, TX (USA)",14 JAN 2012,1176
51,2:25:38,,Genet GETANEH,06 JAN 1986,ETH,3,,Amsterdam (NED),21 OCT 2012,1176
53,2:25:41,,Isabellah ANDERSSON,12 NOV 1980,SWE,10,,Dubai (UAE),27 JAN 2012,1176
53,2:25:41,,Agnes KIPROP,14 JAN 1980,KEN,1,,Praha (CZE),13 MAY 2012,1176
55,2:25:45,,Mulu SEBOKA,25 SEP 1984,ETH,11,,Dubai (UAE),27 JAN 2012,1175
56,2:25:46,,Hilde KIBET,27 MAR 1981,NED,2,,Torino (ITA),18 NOV 2012,1175
57,2:25:49,,Etalemahu KIDANE,14 FEB 1983,ETH,2,,Hamburg (GER),29 APR 2012,1174
58,2:25:53,,Xueqin WANG,01 JAN 1991,CHN,4,,Chongqing (CHN),18 MAR 2012,1174
59,2:25:55,,Desiree DAVILA,26 JUL 1983,USA,2,,"Houston, TX (USA)",14 JAN 2012,1173
60,2:26:00,,Yeshi ESAYIAS,28 DEC 1985,ETH,2,,Tokyo (JPN),26 FEB 2012,1172
61,2:26:06,,Kara GOUCHER,09 JUL 1978,USA,3,,"Houston, TX (USA)",14 JAN 2012,1171
62,2:26:08,,Eri OKUBO,02 JUN 1983,JPN,4,,Tokyo (JPN),26 FEB 2012,1171
62,2:26:08,,Yukiko AKABA,18 OCT 1979,JPN,8,,Nagoya (JPN),11 MAR 2012,1171
64,2:26:09,,Helalia JOHANNES,13 AUG 1980,NAM,11,,"Olympic Stadium, London (GBR)",05 AUG 2012,1171
64,2:26:09,,Fatuma SADO,11 OCT 1991,ETH,5,,"Chicago, IL (USA)",07 OCT 2012,1171
66,2:26:13,,Marisa BARROS,25 FEB 1980,POR,12,,"Olympic Stadium, London (GBR)",05 AUG 2012,1170
67,2:26:23,,Yoko MIYAUCHI,19 JUN 1983,JPN,9,,Nagoya (JPN),11 MAR 2012,1169
68,2:26:27,,Sechale DALASA,20 SEP 1991,ETH,5,,Shanghai (CHN),02 DEC 2012,1168
69,2:26:42,,Mizuho NASUKAWA,22 NOV 1979,JPN,2,,Yokohama (JPN),18 NOV 2012,1165
70,2:26:46,,Makeda HARONA,05 SEP 1988,ETH,3,,Paris (FRA),15 APR 2012,1165
71,2:26:52,,Emily Chepkemoi SAMOEI,11 NOV 1980,KEN,1,,Barcelona (ESP),25 MAR 2012,1164
72,2:26:55,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,4,,Yokohama (JPN),18 NOV 2012,1163
73,2:26:59,,Kimberley SMITH,19 NOV 1981,NZL,14,,"Olympic Stadium, London (GBR)",05 AUG 2012,1163
74,2:27:12,,Zemzem AHMED,27 DEC 1984,ETH,6,,Frankfurt (GER),28 OCT 2012,1160
75,2:27:14,,Shitaye BEDASO,1988,ETH,12,,Dubai (UAE),27 JAN 2012,1160
76,2:27:16,,Ryoko KIZAKI,21 JUN 1985,JPN,15,,"Olympic Stadium, London (GBR)",05 AUG 2012,1160
77,2:27:17,,Amy CRAGG,21 JAN 1984,USA,4,,"Houston, TX (USA)",14 JAN 2012,1160
77,2:27:17,,Renee BAILLIE,25 DEC 1981,USA,6,,"Chicago, IL (USA)",07 OCT 2012,1160
79,2:27:18,,Olga GLOK,16 DEC 1982,RUS,2,,Wien (AUT),15 APR 2012,1159
