Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Unnamed: 7,Venue,Date,Results Score,Year,Time,Time_in_seconds,Nat_Corrected,Two_Letter_ISO,Flag_Datawrapper,Country_Name,Gender
76,2:30:14,,Larisa ZYUZKO,27 APR 1969,RUS,2,,Praha (CZE),22 MAY 2005,1130,2005,0 days 02:30:14,9014,RUS,ru,:ru:,Russian Federation,F
77,2:30:15,,Mizuho NASUKAWA,22 NOV 1979,JPN,8,,Osaka (JPN),30 JAN 2005,1130,2005,0 days 02:30:15,9015,JPN,jp,:jp:,Japan,F
78,2:30:24,,Olesya NURGALIEVA,09 JAN 1976,RUS,1,,"Honolulu, HI (USA)",11 DEC 2005,1129,2005,0 days 02:30:24,9024,RUS,ru,:ru:,Russian Federation,F
79,2:30:41,,Beatrice OMWANZA,24 FEB 1974,KEN,1,,Torino (ITA),17 APR 2005,1126,2005,0 days 02:30:41,9041,KEN,ke,:ke:,Kenya,F
80,2:30:45,,Anastasia Njambi NDEREBA,27 SEP 1974,KEN,9,,Osaka (JPN),30 JAN 2005,1125,2005,0 days 02:30:45,9045,KEN,ke,:ke:,Kenya,F
81,2:30:48,,Dire TUNE,19 JUN 1985,ETH,4,,"Los Angeles, CA (USA)",06 MAR 2005,1125,2005,0 days 02:30:48,9048,ETH,et,:et:,Ethiopia,F
82,2:30:54,,Mulu SEBOKA,25 SEP 1984,ETH,9,,London (GBR),17 APR 2005,1124,2005,0 days 02:30:54,9054,ETH,et,:et:,Ethiopia,F
83,2:31:03,,Tatyana PETROVA,08 APR 1983,RUS,8,,"Chicago, IL (USA)",09 OCT 2005,1122,2005,0 days 02:31:03,9063,RUS,ru,:ru:,Russian Federation,F
84,2:31:05,,Tetyana POZDNYAKOVA,04 MAR 1956,UKR,5,,"Los Angeles, CA (USA)",06 MAR 2005,1122,2005,0 days 02:31:05,9065,UKR,ua,:ua:,Ukraine,F
85,2:31:16,,Takami OMINAMI,15 NOV 1975,JPN,8,,Nagoya (JPN),13 MAR 2005,1120,2005,0 days 02:31:16,9076,JPN,jp,:jp:,Japan,F
86,2:31:22,,Alina IVANOVA,16 MAR 1969,RUS,4,,Hamburg (GER),24 APR 2005,1119,2005,0 days 02:31:22,9082,RUS,ru,:ru:,Russian Federation,F
87,2:31:23,,Margaret Karie TOROITICH,29 DEC 1979,KEN,2,,Torreón (MEX),06 MAR 2005,1119,2005,0 days 02:31:23,9083,KEN,ke,:ke:,Kenya,F
88,2:31:26,,Svetlana PONOMARENKO,28 NOV 1969,RUS,5,,Frankfurt (GER),30 OCT 2005,1119,2005,0 days 02:31:26,9086,RUS,ru,:ru:,Russian Federation,F
89,2:31:27,,Ana DIAS,15 JAN 1974,POR,2,,Rotterdam (NED),10 APR 2005,1118,2005,0 days 02:31:27,9087,PRT,pt,:pt:,,F
90,2:31:28,,Hellen Cherono KOSKEI,22 FEB 1984,KEN,3,,Praha (CZE),22 MAY 2005,1118,2005,0 days 02:31:28,9088,KEN,ke,:ke:,Kenya,F
91,2:31:41,,Jung-hee OH,04 DEC 1978,KOR,6,,Seoul (KOR),13 MAR 2005,1116,2005,0 days 02:31:41,9101,KOR,kr,:kr:,"Korea, Republic of",F
92,2:31:43,,Olivera JEVTIĆ,24 JUL 1977,SCG,10,,Osaka (JPN),30 JAN 2005,1116,2005,0 days 02:31:43,9103,SCG,,,,F
93,2:31:46,,Bong-Sil HAM,24 JUL 1974,PRK,1,,Pyongyang (PRK),10 APR 2005,1115,2005,0 days 02:31:46,9106,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
94,2:31:51,,Yanyan DAI,08 JAN 1980,CHN,5,,Beijing (CHN),16 OCT 2005,1114,2005,0 days 02:31:51,9111,CHN,cn,:cn:,China,F
95,2:31:53,,Lidiya VASILEVSKAYA,01 APR 1973,RUS,1,,Ottawa (CAN),28 MAY 2005,1114,2005,0 days 02:31:53,9113,RUS,ru,:ru:,Russian Federation,F
96,2:31:54,,Adriana FERNÁNDEZ MIRANDA,04 APR 1971,MEX,1,,"Las Vegas, NV (USA)",04 DEC 2005,1114,2005,0 days 02:31:54,9114,MEX,mx,:mx:,Mexico,F
96,2:31:54,,Galina BOGOMOLOVA,15 OCT 1977,RUS,2,,"Las Vegas, NV (USA)",04 DEC 2005,1114,2005,0 days 02:31:54,9114,RUS,ru,:ru:,Russian Federation,F
98,2:31:57,,Nuţa OLARU,28 AUG 1970,ROU,4,,"Las Vegas, NV (USA)",04 DEC 2005,1113,2005,0 days 02:31:57,9117,ROU,ro,:ro:,Romania,F
99,2:32:11,,Kazue OGOSHI,02 MAR 1981,JPN,11,,Osaka (JPN),30 JAN 2005,1111,2005,0 days 02:32:11,9131,JPN,jp,:jp:,Japan,F
100,2:32:14,,Rie MATSUOKA,09 MAR 1977,JPN,7,,Tokyo (JPN),20 NOV 2005,1111,2005,0 days 02:32:14,9134,JPN,jp,:jp:,Japan,F
1,2:19:57,,Rita Jeptoo SITIENEI,15 FEB 1981,KEN,1,,"Chicago, IL (USA)",13 OCT 2013,1234,2013,0 days 02:19:57,8397,KEN,ke,:ke:,Kenya,F
2,2:20:15,,Prisca JEPTOO,24 JUN 1984,KEN,1,,London (GBR),21 APR 2013,1231,2013,0 days 02:20:15,8415,KEN,ke,:ke:,Kenya,F
3,2:20:48,,Jemima Jelagat SUMGONG,21 DEC 1984,KEN,2,,"Chicago, IL (USA)",13 OCT 2013,1225,2013,0 days 02:20:48,8448,KEN,ke,:ke:,Kenya,F
4,2:21:06,,Boru Feyse TADESE,19 NOV 1988,ETH,1,,Paris (FRA),07 APR 2013,1222,2013,0 days 02:21:06,8466,ETH,et,:et:,Ethiopia,F
5,2:21:13,,Florence KIPLAGAT,27 FEB 1987,KEN,1,,Berlin (GER),29 SEP 2013,1221,2013,0 days 02:21:13,8473,KEN,ke,:ke:,Kenya,F
6,2:21:32,,Edna Ngeringwony KIPLAGAT,15 NOV 1979,KEN,2,,London (GBR),21 APR 2013,1218,2013,0 days 02:21:32,8492,KEN,ke,:ke:,Kenya,F
7,2:22:28,,Sharon Jemutai CHEROP,16 MAR 1984,KEN,2,,Berlin (GER),29 SEP 2013,1208,2013,0 days 02:22:28,8548,KEN,ke,:ke:,Kenya,F
8,2:22:34,,Caroline Cheptanui KILEL,21 MAR 1981,KEN,1,,Frankfurt (GER),27 OCT 2013,1207,2013,0 days 02:22:34,8554,KEN,ke,:ke:,Kenya,F
9,2:23:00,,Filomena CHEPCHIRCHIR,01 DEC 1981,KEN,2,,Frankfurt (GER),27 OCT 2013,1203,2013,0 days 02:23:00,8580,KEN,ke,:ke:,Kenya,F
10,2:23:01,,Birhane DIBABA,11 SEP 1993,ETH,3,,Frankfurt (GER),27 OCT 2013,1202,2013,0 days 02:23:01,8581,ETH,et,:et:,Ethiopia,F
11,2:23:02,,Valentine KIPKETER,05 JAN 1993,KEN,1,,Amsterdam (NED),20 OCT 2013,1202,2013,0 days 02:23:02,8582,KEN,ke,:ke:,Kenya,F
12,2:23:14,,Merima MOHAMMED,10 JUN 1992,ETH,2,,Paris (FRA),07 APR 2013,1200,2013,0 days 02:23:14,8594,ETH,et,:et:,Ethiopia,F
13,2:23:23,,Tirfi TSEGAYE,25 NOV 1984,ETH,1,,Dubai (UAE),25 JAN 2013,1199,2013,0 days 02:23:23,8603,ETH,et,:et:,Ethiopia,F
13,2:23:23,,Mamitu DASKA,16 OCT 1983,ETH,4,,Frankfurt (GER),27 OCT 2013,1199,2013,0 days 02:23:23,8603,ETH,et,:et:,Ethiopia,F
15,2:23:28,,Margaret AGAI,10 JUN 1988,KEN,1,,Daegu (KOR),14 APR 2013,1198,2013,0 days 02:23:28,8608,KEN,ke,:ke:,Kenya,F
15,2:23:28,,Aberu KEBEDE,12 SEP 1986,ETH,1,,Shanghai (CHN),01 DEC 2013,1198,2013,0 days 02:23:28,8608,ETH,et,:et:,Ethiopia,F
17,2:23:34,,Ryoko KIZAKI,21 JUN 1985,JPN,1,,Nagoya (JPN),10 MAR 2013,1197,2013,0 days 02:23:34,8614,JPN,jp,:jp:,Japan,F
17,2:23:34,,Eunice Jepkirui KIRWA,20 MAY 1984,KEN,3,,Paris (FRA),07 APR 2013,1197,2013,0 days 02:23:34,8614,KEN,ke,:ke:,Kenya,F
19,2:23:39,,Kiros REDA,13 JAN 1988,ETH,2,,Dubai (UAE),25 JAN 2013,1196,2013,0 days 02:23:39,8619,ETH,et,:et:,Ethiopia,F
20,2:23:43,,Mulu SEBOKA,25 SEP 1984,ETH,2,,Daegu (KOR),14 APR 2013,1195,2013,0 days 02:23:43,8623,ETH,et,:et:,Ethiopia,F
21,2:23:50,,Amane GOBENA,11 SEP 1986,ETH,3,,Dubai (UAE),25 JAN 2013,1194,2013,0 days 02:23:50,8630,ETH,et,:et:,Ethiopia,F
22,2:23:59,,Abebech AFEWORK,11 DEC 1990,ETH,2,,Rotterdam (NED),14 APR 2013,1193,2013,0 days 02:23:59,8639,ETH,et,:et:,Ethiopia,F
23,2:24:03,,Agnes Jeruto BARSOSIO,05 AUG 1982,KEN,3,,Daegu (KOR),14 APR 2013,1192,2013,0 days 02:24:03,8643,KEN,ke,:ke:,Kenya,F
24,2:24:05,,Mizuki NOGUCHI,03 JUL 1978,JPN,3,,Nagoya (JPN),10 MAR 2013,1192,2013,0 days 02:24:05,8645,JPN,jp,:jp:,Japan,F
25,2:24:06,,Yeshi ESAYIAS,28 DEC 1985,ETH,6,,Frankfurt (GER),27 OCT 2013,1191,2013,0 days 02:24:06,8646,ETH,et,:et:,Ethiopia,F
26,2:24:21,,Kayoko FUKUSHI,25 MAR 1982,JPN,1,,Osaka (JPN),27 JAN 2013,1189,2013,0 days 02:24:21,8661,JPN,jp,:jp:,Japan,F
27,2:24:26,,Bizunesh DEBA,08 SEP 1987,ETH,2,,"Houston, TX (USA)",13 JAN 2013,1188,2013,0 days 02:24:26,8666,ETH,et,:et:,Ethiopia,F
28,2:24:30,,Aheza KIROS,16 OCT 1985,ETH,4,,Dubai (UAE),25 JAN 2013,1187,2013,0 days 02:24:30,8670,ETH,et,:et:,Ethiopia,F
29,2:24:34,,Philomena CHEYECH,05 JUL 1982,KEN,1,,Wien (AUT),14 APR 2013,1187,2013,0 days 02:24:34,8674,KEN,ke,:ke:,Kenya,F
30,2:24:40,,Helena Loshanyang KIROP,09 SEP 1976,KEN,1,,Roma (ITA),17 MAR 2013,1186,2013,0 days 02:24:40,8680,KEN,ke,:ke:,Kenya,F
31,2:24:43,,Yukiko AKABA,18 OCT 1979,JPN,3,,London (GBR),21 APR 2013,1185,2013,0 days 02:24:43,8683,JPN,jp,:jp:,Japan,F
32,2:24:54,,Irina MIKITENKO,23 AUG 1972,GER,3,,Berlin (GER),29 SEP 2013,1183,2013,0 days 02:24:54,8694,DEU,de,:de:,,F
33,2:25:01,,Belaynesh OLJIRA,26 JUN 1990,ETH,5,,Dubai (UAE),25 JAN 2013,1182,2013,0 days 02:25:01,8701,ETH,et,:et:,Ethiopia,F
34,2:25:09,,Dinknesh Mekash TEFERA,11 SEP 1985,ETH,4,,Paris (FRA),07 APR 2013,1181,2013,0 days 02:25:09,8709,ETH,et,:et:,Ethiopia,F
35,2:25:14,,Atsede BAYISA,16 APR 1987,ETH,4,,London (GBR),21 APR 2013,1180,2013,0 days 02:25:14,8714,ETH,et,:et:,Ethiopia,F
36,2:25:15,,Salomie Kassa GETNET,10 APR 1986,ETH,2,,Roma (ITA),17 MAR 2013,1180,2013,0 days 02:25:15,8715,ETH,et,:et:,Ethiopia,F
37,2:25:17,,Meskerem ASSEFA,03 OCT 1991,ETH,3,,"Houston, TX (USA)",13 JAN 2013,1180,2013,0 days 02:25:17,8717,ETH,et,:et:,Ethiopia,F
38,2:25:22,,Agnes KIPROP,14 JAN 1980,KEN,5,,Paris (FRA),07 APR 2013,1179,2013,0 days 02:25:22,8722,KEN,ke,:ke:,Kenya,F
39,2:25:44,,Lisa Christina NEMEC,18 MAY 1984,CRO,1,,Zürich (SUI),07 APR 2013,1175,2013,0 days 02:25:44,8744,CRO,,,,F
40,2:25:45,,Misikir DEMISSE,23 JUL 1986,ETH,2,,Ottawa (CAN),26 MAY 2013,1175,2013,0 days 02:25:45,8745,ETH,et,:et:,Ethiopia,F
41,2:25:46,,Jeļena PROKOPČUKA,21 SEP 1976,LAT,4,,Nagoya (JPN),10 MAR 2013,1175,2013,0 days 02:25:46,8746,LVA,lv,:lv:,,F
41,2:25:46,,Meselech MELKAMU,19 APR 1985,ETH,5,,London (GBR),21 APR 2013,1175,2013,0 days 02:25:46,8746,ETH,et,:et:,Ethiopia,F
43,2:25:47,,Shitaye BEDASO,1988,ETH,6,,Dubai (UAE),25 JAN 2013,1175,2013,0 days 02:25:47,8747,ETH,et,:et:,Ethiopia,F
44,2:25:53,,Emebet ETAA BEDADA,11 JAN 1990,ETH,2,,Seoul (KOR),17 MAR 2013,1174,2013,0 days 02:25:53,8753,ETH,et,:et:,Ethiopia,F
45,2:25:55,,Albina MAYOROVA,16 MAY 1977,RUS,1,,Yokohama (JPN),17 NOV 2013,1173,2013,0 days 02:25:55,8755,RUS,ru,:ru:,Russian Federation,F
46,2:25:56,,Yuko WATANABE,03 NOV 1987,JPN,2,,Osaka (JPN),27 JAN 2013,1173,2013,0 days 02:25:56,8756,JPN,jp,:jp:,Japan,F
47,2:25:58,,Valeria STRANEO,05 APR 1976,ITA,2,,"Luzhniki Stadion, Moskva (RUS)",10 AUG 2013,1173,2013,0 days 02:25:58,8758,ITA,it,:it:,Italy,F
48,2:26:05,,Isabellah ANDERSSON,12 NOV 1980,SWE,7,,Dubai (UAE),25 JAN 2013,1172,2013,0 days 02:26:05,8765,SWE,se,:se:,Sweden,F
48,2:26:05,,Lisa WEIGHTMAN,16 JAN 1979,AUS,1,,Melbourne (AUS),13 OCT 2013,1172,2013,0 days 02:26:05,8765,AUS,au,:au:,Australia,F
50,2:26:07,,Aberu Mekuria ZENNEBE,24 DEC 1983,ETH,1,,Hengshui (CHN),21 SEP 2013,1171,2013,0 days 02:26:07,8767,ETH,et,:et:,Ethiopia,F
51,2:26:15,,Meseret LEGESE,26 AUG 1987,ETH,2,,Hengshui (CHN),21 SEP 2013,1170,2013,0 days 02:26:15,8775,ETH,et,:et:,Ethiopia,F
52,2:26:17,,Eri HAYAKAWA,15 NOV 1981,JPN,5,,Nagoya (JPN),10 MAR 2013,1170,2013,0 days 02:26:17,8777,JPN,jp,:jp:,Japan,F
53,2:26:18,,Yeshimebet TADESSE BIFA,15 OCT 1988,ETH,3,,Seoul (KOR),17 MAR 2013,1169,2013,0 days 02:26:18,8778,ETH,et,:et:,Ethiopia,F
54,2:26:20,,Mestawat TUFA,14 SEP 1983,ETH,6,,Nagoya (JPN),10 MAR 2013,1169,2013,0 days 02:26:20,8780,ETH,et,:et:,Ethiopia,F
55,2:26:24,,Melkam GIZAW,17 SEP 1990,ETH,1,,Düsseldorf (GER),28 APR 2013,1168,2013,0 days 02:26:24,8784,ETH,et,:et:,Ethiopia,F
56,2:26:32,,Mi Gyong KIM,17 OCT 1991,PRK,1,,Pyongyang (PRK),14 APR 2013,1167,2013,0 days 02:26:32,8792,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
57,2:26:34,,Ashu KASIM,20 OCT 1984,ETH,3,,Shanghai (CHN),01 DEC 2013,1167,2013,0 days 02:26:34,8794,ETH,et,:et:,Ethiopia,F
58,2:26:41,,Mari OZAKI,16 JUL 1975,JPN,3,,Osaka (JPN),27 JAN 2013,1166,2013,0 days 02:26:41,8801,JPN,jp,:jp:,Japan,F
59,2:26:42,,Hilde KIBET,27 MAR 1981,NED,3,,Rotterdam (NED),14 APR 2013,1165,2013,0 days 02:26:42,8802,NLD,nl,:nl:,,F
60,2:26:43,,Sechale DALASA,20 SEP 1991,ETH,2,,Toronto (CAN),20 OCT 2013,1165,2013,0 days 02:26:43,8803,ETH,et,:et:,Ethiopia,F
61,2:26:45,,Karolina NADOLSKA,06 SEP 1981,POL,1,,Łódź (POL),14 APR 2013,1165,2013,0 days 02:26:45,8805,POL,pl,:pl:,Poland,F
62,2:27:00,,Caroline ROTICH,13 MAY 1984,KEN,1,,Praha (CZE),12 MAY 2013,1162,2013,0 days 02:27:00,8820,KEN,ke,:ke:,Kenya,F
63,2:27:01,,Azalech MASRESHA,04 MAY 1988,ETH,1,,Valencia (ESP),17 NOV 2013,1162,2013,0 days 02:27:01,8821,ETH,et,:et:,Ethiopia,F
64,2:27:03,,Alessandra AGUILAR,01 JUL 1978,ESP,4,,Rotterdam (NED),14 APR 2013,1162,2013,0 days 02:27:03,8823,ESP,es,:es:,Spain,F
65,2:27:07,,Olena BURKOVSKA,09 AUG 1981,UKR,1,,Hannover (GER),05 MAY 2013,1161,2013,0 days 02:27:07,8827,UKR,ua,:ua:,Ukraine,F
66,2:27:10,,Sultan HAYDAR,23 JUN 1987,TUR,3,,Roma (ITA),17 MAR 2013,1161,2013,0 days 02:27:10,8830,TUR,tr,:tr:,Türkiye,F
67,2:27:17,,Yoko MIYAUCHI,19 JUN 1983,JPN,7,,Nagoya (JPN),10 MAR 2013,1160,2013,0 days 02:27:17,8837,JPN,jp,:jp:,Japan,F
68,2:27:19,,Eunice KALES,06 DEC 1984,KEN,2,,Melbourne (AUS),13 OCT 2013,1159,2013,0 days 02:27:19,8839,KEN,ke,:ke:,Kenya,F
69,2:27:20,,Sung-eun KIM,24 FEB 1989,KOR,4,,Seoul (KOR),17 MAR 2013,1159,2013,0 days 02:27:20,8840,KOR,kr,:kr:,"Korea, Republic of",F
70,2:27:27,,Caroline CHEPKWONY,24 JUL 1985,KEN,1,,Ljubljana (SLO),27 OCT 2013,1158,2013,0 days 02:27:27,8847,KEN,ke,:ke:,Kenya,F
71,2:27:35,,Fatuma SADO,11 OCT 1991,ETH,1,,Xiamen (CHN),05 JAN 2013,1157,2013,0 days 02:27:35,8855,ETH,et,:et:,Ethiopia,F
72,2:27:44,,Netsanet ACHAMO,14 DEC 1987,ETH,4,,Ottawa (CAN),26 MAY 2013,1155,2013,0 days 02:27:44,8864,ETH,et,:et:,Ethiopia,F
73,2:27:47,,Ashete BEKERE,17 APR 1988,ETH,1,,Košice (SVK),06 OCT 2013,1155,2013,0 days 02:27:47,8867,ETH,et,:et:,Ethiopia,F
74,2:27:52,,Rebeca CHESIRE,04 DEC 1992,KEN,2,,Düsseldorf (GER),28 APR 2013,1154,2013,0 days 02:27:52,8872,KEN,ke,:ke:,Kenya,F
75,2:27:54,,Beata NAIGAMBO,11 MAR 1980,NAM,9,,Dubai (UAE),25 JAN 2013,1153,2013,0 days 02:27:54,8874,NAM,na,:na:,Namibia,F
76,2:27:55,,Anna HAHNER,20 NOV 1989,GER,8,,Frankfurt (GER),27 OCT 2013,1153,2013,0 days 02:27:55,8875,DEU,de,:de:,,F
77,2:28:00,,Lanni MARCHANT,11 APR 1984,CAN,3,,Toronto (CAN),20 OCT 2013,1152,2013,0 days 02:28:00,8880,CAN,ca,:ca:,Canada,F
78,2:28:01,,Serena BURLA,29 JUL 1982,USA,2,,Amsterdam (NED),20 OCT 2013,1152,2013,0 days 02:28:01,8881,USA,us,:us:,United States,F
79,2:28:02,,Helah Jelagat KIPROP,07 APR 1985,KEN,4,,Berlin (GER),29 SEP 2013,1152,2013,0 days 02:28:02,8882,KEN,ke,:ke:,Kenya,F
79,2:28:02,,Marta MEGRA,30 DEC 1990,ETH,2,,Košice (SVK),06 OCT 2013,1152,2013,0 days 02:28:02,8882,ETH,et,:et:,Ethiopia,F
81,2:28:03,,Fantu JIMMA,11 SEP 1987,ETH,6,,Paris (FRA),07 APR 2013,1152,2013,0 days 02:28:03,8883,ETH,et,:et:,Ethiopia,F
82,2:28:08,,Genet GETANEH,06 JAN 1986,ETH,8,,Nagoya (JPN),10 MAR 2013,1151,2013,0 days 02:28:08,8888,ETH,et,:et:,Ethiopia,F
83,2:28:14,,Christelle DAUNAY,05 DEC 1974,FRA,4,,"New York, NY (USA)",03 NOV 2013,1150,2013,0 days 02:28:14,8894,FRA,fr,:fr:,France,F
84,2:28:22,,Lydia Jerotich RUTTO,25 SEP 1984,KEN,5,,Seoul (KOR),17 MAR 2013,1149,2013,0 days 02:28:22,8902,KEN,ke,:ke:,Kenya,F
85,2:28:23,,Milka JEROTICH,1986,KEN,1,,Warszawa (POL),21 APR 2013,1149,2013,0 days 02:28:23,8903,KEN,ke,:ke:,Kenya,F
86,2:28:30,,Yoshimi OZAKI,01 JUL 1981,JPN,5,,Tokyo (JPN),24 FEB 2013,1147,2013,0 days 02:28:30,8910,JPN,jp,:jp:,Japan,F
87,2:28:32,,Hye Gyong KIM,09 MAR 1993,PRK,2,,Pyongyang (PRK),14 APR 2013,1147,2013,0 days 02:28:32,8912,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
87,2:28:32,,Krista DUCHENE,09 JAN 1977,CAN,4,,Toronto (CAN),20 OCT 2013,1147,2013,0 days 02:28:32,8912,CAN,ca,:ca:,Canada,F
89,2:28:36,,Janet Jelagat RONO,08 DEC 1988,KEN,1,,Köln (GER),13 OCT 2013,1146,2013,0 days 02:28:36,8916,KEN,ke,:ke:,Kenya,F
89,2:28:36,,Alice Jemeli TIMBILILI,01 FEB 1983,KEN,3,,Amsterdam (NED),20 OCT 2013,1146,2013,0 days 02:28:36,8916,KEN,ke,:ke:,Kenya,F
91,2:28:37,,Mai ITO,23 MAY 1984,JPN,7,,London (GBR),21 APR 2013,1146,2013,0 days 02:28:37,8917,JPN,jp,:jp:,Japan,F
92,2:28:47,,Azusa NOJIRI,06 JUN 1982,JPN,2,,Yokohama (JPN),17 NOV 2013,1145,2013,0 days 02:28:47,8927,JPN,jp,:jp:,Japan,F
93,2:28:49,,Kimberley SMITH,19 NOV 1981,NZL,6,,"New York, NY (USA)",03 NOV 2013,1144,2013,0 days 02:28:49,8929,NZL,nz,:nz:,New Zealand,F
94,2:28:53,,Philes ONGORI,19 JUL 1986,KEN,2,,Praha (CZE),12 MAY 2013,1144,2013,0 days 02:28:53,8933,KEN,ke,:ke:,Kenya,F
95,2:28:54,,Faith Cheruto CHEMAOI,09 NOV 1979,KEN,2,,Valencia (ESP),17 NOV 2013,1143,2013,0 days 02:28:54,8934,KEN,ke,:ke:,Kenya,F
96,2:29:10,,Sabrina MOCKENHAUPT,06 DEC 1980,GER,7,,"New York, NY (USA)",03 NOV 2013,1141,2013,0 days 02:29:10,8950,DEU,de,:de:,,F
97,2:29:11,,Jessica AUGUSTO,08 NOV 1981,POR,3,,Yokohama (JPN),17 NOV 2013,1141,2013,0 days 02:29:11,8951,PRT,pt,:pt:,,F
98,2:29:12,,Eleni GEBREMEDHIN-GEBREHIWOT,03 AUG 1984,ETH,1,,Münster (GER),08 SEP 2013,1141,2013,0 days 02:29:12,8952,ETH,et,:et:,Ethiopia,F
99,2:29:15,,Desiree DAVILA,26 JUL 1983,USA,5,,Berlin (GER),29 SEP 2013,1140,2013,0 days 02:29:15,8955,USA,us,:us:,United States,F
100,2:29:17,,Diana LOBACEVSKĖ,07 AUG 1980,LTU,1,,Hamburg (GER),21 APR 2013,1140,2013,0 days 02:29:17,8957,LTU,lt,:lt:,Lithuania,F
1,2:20:38,,Chunxiu ZHOU,15 NOV 1978,CHN,1,,London (GBR),22 APR 2007,1227,2007,0 days 02:20:38,8438,CHN,cn,:cn:,China,F
2,2:21:37,,Mizuki NOGUCHI,03 JUL 1978,JPN,1,,Tokyo (JPN),18 NOV 2007,1217,2007,0 days 02:21:37,8497,JPN,jp,:jp:,Japan,F
3,2:21:45,,Gete WAMI,11 DEC 1974,ETH,2,,London (GBR),22 APR 2007,1215,2007,0 days 02:21:45,8505,ETH,et,:et:,Ethiopia,F
4,2:23:12,,Yanan WEI,06 DEC 1981,CHN,1,,Seoul (KOR),18 MAR 2007,1201,2007,0 days 02:23:12,8592,CHN,cn,:cn:,China,F
5,2:23:31,,Salina Jebet KOSGEI,16 NOV 1976,KEN,2,,Tokyo (JPN),18 NOV 2007,1197,2007,0 days 02:23:31,8611,KEN,ke,:ke:,Kenya,F
6,2:23:48,,Yumiko HARA,09 JAN 1982,JPN,1,,Osaka (JPN),28 JAN 2007,1195,2007,0 days 02:23:48,8628,JPN,jp,:jp:,Japan,F
7,2:23:55,,Constantina DITA-TOMESCU,23 JAN 1970,ROU,3,,London (GBR),22 APR 2007,1193,2007,0 days 02:23:55,8635,ROU,ro,:ro:,Romania,F
8,2:24:39,,Mari OZAKI,16 JUL 1975,JPN,2,,Osaka (JPN),28 JAN 2007,1186,2007,0 days 02:24:39,8679,JPN,jp,:jp:,Japan,F
9,2:24:43,,Yuri KANO,27 OCT 1978,JPN,3,,Osaka (JPN),28 JAN 2007,1185,2007,0 days 02:24:43,8683,JPN,jp,:jp:,Japan,F
10,2:24:46,,Lornah KIPLAGAT,01 MAY 1974,NED,5,,London (GBR),22 APR 2007,1185,2007,0 days 02:24:46,8686,NLD,nl,:nl:,,F
11,2:24:51,,Irina MIKITENKO,23 AUG 1972,GER,2,,Berlin (GER),30 SEP 2007,1184,2007,0 days 02:24:51,8691,DEU,de,:de:,,F
12,2:25:07,,Askale Magarsa TAFA,27 SEP 1984,ETH,1,,Paris (FRA),15 APR 2007,1181,2007,0 days 02:25:07,8707,ETH,et,:et:,Ethiopia,F
13,2:25:08,,Souad AIT SALEM,06 JAN 1979,ALG,1,,Roma (ITA),18 MAR 2007,1181,2007,0 days 02:25:08,8708,ALG,,,,F
14,2:25:36,,Pamela CHEPCHUMBA,08 MAR 1979,KEN,1,,Milano (ITA),02 DEC 2007,1176,2007,0 days 02:25:36,8736,KEN,ke,:ke:,Kenya,F
15,2:25:41,,Mara YAMAUCHI,13 AUG 1973,GBR,6,,London (GBR),22 APR 2007,1176,2007,0 days 02:25:41,8741,GBR,gb,:gb:,United Kingdom,F
16,2:26:02,,Yong-Ok JONG,24 JAN 1981,PRK,1,,Pyongyang (PRK),08 APR 2007,1172,2007,0 days 02:26:02,8762,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
17,2:26:08,,Xiaolin ZHU,20 FEB 1984,CHN,1,,Xiamen (CHN),31 MAR 2007,1171,2007,0 days 02:26:08,8768,CHN,cn,:cn:,China,F
18,2:26:27,,Helah Jelagat KIPROP,07 APR 1985,KEN,3,,Berlin (GER),30 SEP 2007,1168,2007,0 days 02:26:27,8787,KEN,ke,:ke:,Kenya,F
19,2:26:37,,Hiromi OMINAMI,15 NOV 1975,JPN,1,,Rotterdam (NED),15 APR 2007,1166,2007,0 days 02:26:37,8797,JPN,jp,:jp:,Japan,F
20,2:26:46,,Hellen Jemaiyo KIMUTAI,28 DEC 1977,KEN,2,,Roma (ITA),18 MAR 2007,1165,2007,0 days 02:26:46,8806,KEN,ke,:ke:,Kenya,F
21,2:26:52,,Dire TUNE,19 JUN 1985,ETH,1,,"Houston, TX (USA)",14 JAN 2007,1164,2007,0 days 02:26:52,8812,ETH,et,:et:,Ethiopia,F
22,2:26:54,,Irina TIMOFEYEVA,05 APR 1970,RUS,4,,Berlin (GER),30 SEP 2007,1163,2007,0 days 02:26:54,8814,RUS,ru,:ru:,Russian Federation,F
23,2:26:56,,Kum-Ok KIM,09 DEC 1988,PRK,2,,Pyongyang (PRK),08 APR 2007,1163,2007,0 days 02:26:56,8816,PRK,kp,:kp:,"Korea, Democratic People's Republic of",F
24,2:27:02,,Lenah CHERUIYOT,01 MAR 1973,KEN,1,,Venezia (ITA),28 OCT 2007,1162,2007,0 days 02:27:02,8822,KEN,ke,:ke:,Kenya,F
25,2:27:05,,Rong CHEN,18 MAY 1988,CHN,1,,Beijing (CHN),21 OCT 2007,1162,2007,0 days 02:27:05,8825,CHN,cn,:cn:,China,F
